单价（元/平方米）,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积（平方米）,户型结构,建筑类型,房屋朝向,建筑结构,装修情况,配备电梯,挂牌时间,交易权属,房屋用途
9000.0,龙泉驿,龙泉驿城区,2室1厅1厨1卫,低楼层 (共33层),58.75,平层,板塔结合,东北,钢混结构,其他,有,2021-12-14,商品房,普通住宅
9900.0,龙泉驿,十陵,2室1厅1厨1卫,高楼层 (共31层),75.78,平层,板塔结合,西,框架结构,精装,有,2021-12-07,商品房,普通住宅
16800.0,龙泉驿,大面,3室2厅1厨2卫,高楼层 (共33层),110.52,平层,板塔结合,东,钢混结构,毛坯,有,2021-12-07,商品房,普通住宅
15300.0,龙泉驿,龙泉驿城区,2室1厅1厨1卫,低楼层 (共27层),92.01,平层,塔楼,西北,钢混结构,精装,有,2021-12-16,商品房,普通住宅
13000.0,龙泉驿,东山,3室2厅1厨2卫,中楼层 (共11层),89.6,平层,板塔结合,东南,钢混结构,其他,有,2021-12-03,商品房,普通住宅
17800.0,龙泉驿,东山,3室2厅1厨2卫,低楼层 (共6层),131.2,平层,板楼,南,钢混结构,简装,有,2021-12-05,商品房,普通住宅
9780.0,龙泉驿,航天,3室1厅1厨2卫,高楼层 (共6层),130.5,平层,板楼,西北,砖混结构,精装,无,2021-12-06,商品房,普通住宅
15000.0,龙泉驿,龙泉驿城区,4室2厅1厨2卫,高楼层 (共6层),148.11,跃层,板楼,南,砖混结构,其他,无,2021-12-05,商品房,普通住宅
10500.0,龙泉驿,航天,3室2厅1厨1卫,高楼层 (共26层),105.73,平层,板塔结合,东南,钢混结构,其他,有,2021-12-07,商品房,普通住宅
11980.0,龙泉驿,东山,3室1厅1厨1卫,高楼层 (共31层),99.64,平层,板塔结合,东南,钢混结构,简装,有,2021-12-03,商品房,普通住宅
11500.0,龙泉驿,十陵,2室2厅1厨1卫,低楼层 (共31层),87.24,平层,塔楼,东,钢混结构,其他,有,2021-12-11,商品房,普通住宅
13800.0,龙泉驿,航天,2室1厅1厨2卫,低楼层 (共6层),129.64,错层,板楼,东南,钢混结构,其他,无,2021-12-09,商品房,普通住宅
23000.0,龙泉驿,龙泉驿城区,3室2厅1厨2卫,中楼层 (共5层),129,平层,板塔结合,南,框架结构,其他,无,2021-12-12,商品房,普通住宅
9500.0,龙泉驿,东山,2室1厅1厨1卫,中楼层 (共32层),81.16,平层,板塔结合,东南,钢混结构,其他,有,2021-12-14,商品房,普通住宅
18300.0,龙泉驿,洪河,3室2厅1厨2卫,高楼层 (共6层),119.52,平层,板楼,东,砖混结构,精装,无,2021-12-14,商品房,普通住宅
11600.0,龙泉驿,龙泉驿城区,3室1厅1厨1卫,低楼层 (共18层),79.24,平层,板塔结合,东南,钢混结构,简装,有,2021-12-12,商品房,普通住宅
11000.0,龙泉驿,航天,2室2厅1厨1卫,中楼层 (共6层),93.05,平层,板塔结合,东南,砖混结构,简装,无,2021-12-12,商品房,普通住宅
9000.0,龙泉驿,东山,2室1厅1厨1卫,中楼层 (共32层),68.38,平层,板塔结合,东南,框架结构,精装,有,2021-12-13,商品房,普通住宅
8900.0,龙泉驿,十陵,2室1厅1厨1卫,高楼层 (共6层),78.93,平层,板楼,北,混合结构,简装,无,2021-12-16,商品房,普通住宅
10500.0,龙泉驿,龙泉驿城区,3室1厅1厨1卫,高楼层 (共18层),83.2,平层,板塔结合,东南,钢混结构,其他,有,2021-12-14,商品房,普通住宅
16500.0,龙泉驿,航天,5室2厅1厨2卫,高楼层 (共6层),188.62,跃层,板楼,东,钢混结构,精装,无,2020-10-15,商品房,普通住宅
18500.0,龙泉驿,十陵,4室2厅1厨2卫,高楼层 (共40层),81.75,跃层,板塔结合,西南,钢混结构,精装,有,2021-08-15,商品房,普通住宅
30000.0,龙泉驿,东山,4室2厅1厨3卫,高楼层 (共5层),129.48,跃层,板楼,南,钢混结构,精装,有,2021-06-12,商品房,普通住宅
22000.0,龙泉驿,东山,4室2厅1厨2卫,高楼层 (共18层),150.54,跃层,板塔结合,东南,钢混结构,精装,有,2021-06-15,商品房,普通住宅
18800.0,龙泉驿,龙泉驿城区,4室2厅1厨2卫,高楼层 (共6层),179.16,跃层,板楼,东南,钢混结构,简装,有,2021-01-09,商品房,普通住宅
10200.0,龙泉驿,东山,3室2厅1厨2卫,低楼层 (共21层),107.21,平层,板楼,东南,砖混结构,精装,有,2021-12-14,商品房,普通住宅
11980.0,龙泉驿,十陵,3室2厅1厨1卫,中楼层 (共40层),77.42,平层,板塔结合,东,钢混结构,精装,有,2021-12-12,商品房,普通住宅
6200.0,龙泉驿,龙泉驿城区,1室1厅1厨1卫,高楼层 (共33层),52.33,平层,板塔结合,东,框架结构,精装,有,2021-12-12,商品房,普通住宅
11000.0,龙泉驿,航天,2室1厅1厨1卫,中楼层 (共33层),81.16,平层,板塔结合,东 东南,钢混结构,精装,有,2021-12-06,商品房,普通住宅
6200.0,龙泉驿,龙泉驿城区,1室1厅1厨1卫,中楼层 (共33层),52.33,平层,板塔结合,东,框架结构,精装,有,2021-12-12,商品房,普通住宅
10780.0,龙泉驿,十陵,3室1厅1厨1卫,中楼层 (共29层),77,平层,塔楼,南,钢混结构,其他,有,2021-12-09,商品房,普通住宅
13900.0,龙泉驿,十陵,3室2厅1厨2卫,高楼层 (共37层),90.5,平层,板塔结合,南,钢混结构,精装,有,2021-12-04,商品房,普通住宅
11200.0,龙泉驿,十陵,3室2厅1厨1卫,低楼层 (共6层),98,平层,板楼,南,砖混结构,简装,无,2021-07-16,商品房,普通住宅
9300.0,龙泉驿,龙泉驿城区,2室2厅1厨1卫,中楼层 (共6层),93.22,平层,板楼,东南,未知结构,简装,无,2021-09-24,商品房,普通住宅
8200.0,龙泉驿,龙泉驿城区,3室2厅1厨1卫,中楼层 (共7层),124.55,平层,板楼,东南,砖混结构,简装,无,2021-04-07,经济适用房,普通住宅
11600.0,龙泉驿,东山,3室2厅1厨2卫,中楼层 (共5层),127.1,平层,板楼,东南,砖混结构,简装,无,2020-04-09,商品房,普通住宅
11900.0,龙泉驿,龙泉驿城区,3室1厅1厨2卫,高楼层 (共6层),116.21,平层,板楼,西南,砖混结构,精装,无,2021-05-23,商品房,普通住宅
12650.0,龙泉驿,东山,3室1厅1厨2卫,高楼层 (共18层),105.22,平层,板塔结合,南,钢混结构,精装,有,2021-04-11,商品房,普通住宅
22000.0,龙泉驿,龙泉驿城区,6室3厅1厨2卫,高楼层 (共5层),142.16,跃层,板楼,东南,砖混结构,精装,无,2021-07-02,商品房,普通住宅
9200.0,龙泉驿,东山,2室2厅1厨1卫,低楼层 (共33层),80.31,平层,板塔结合,东,钢混结构,简装,有,2021-06-08,商品房,普通住宅
11600.0,龙泉驿,龙泉驿城区,3室2厅1厨2卫,中楼层 (共7层),127,平层,板楼,西南,未知结构,精装,有,2021-03-15,商品房,普通住宅
10000.0,龙泉驿,十陵,3室2厅1厨1卫,高楼层 (共6层),98.33,平层,板楼,北,砖混结构,简装,无,2021-05-16,商品房,普通住宅
14500.0,龙泉驿,龙泉驿城区,7室2厅2厨2卫,高楼层 (共6层),147.61,跃层,板楼,东南,未知结构,简装,无,2021-03-25,商品房,普通住宅
14400.0,龙泉驿,十陵,3室2厅1厨1卫,中楼层 (共37层),90.25,平层,板塔结合,南,钢混结构,简装,有,2021-10-13,商品房,普通住宅
15769.999999999998,龙泉驿,东山,3室1厅1厨2卫,低楼层 (共17层),141.88,平层,塔楼,东南,钢混结构,精装,有,2021-10-09,商品房,普通住宅
17500.0,龙泉驿,十陵,4室2厅1厨2卫,中楼层 (共33层),129.17,平层,板塔结合,东南,钢混结构,毛坯,有,2021-09-23,商品房,普通住宅
13000.0,龙泉驿,龙泉驿城区,3室2厅1厨2卫,中楼层 (共5层),119.26,平层,板楼,南 北,框架结构,简装,无,2020-08-15,商品房,普通住宅
21000.0,龙泉驿,大面,6室1厅1厨2卫,低楼层 (共31层),93.59,平层,塔楼,东 东南,钢混结构,精装,有,2021-07-07,商品房,普通住宅
17500.0,龙泉驿,龙泉驿城区,6室3厅1厨3卫,高楼层 (共6层),224.73,跃层,板塔结合,东南,钢混结构,毛坯,无,2020-12-23,商品房,普通住宅
14319.999999999998,龙泉驿,十陵,4室2厅1厨2卫,高楼层 (共6层),119.37,跃层,板楼,东南,砖混结构,简装,无,2021-06-09,商品房,普通住宅
22300.0,龙泉驿,龙泉驿城区,5室2厅1厨3卫,高楼层 (共5层),196.11,跃层,板楼,北 南,砖混结构,精装,无,2021-07-18,商品房,普通住宅
19500.0,龙泉驿,龙泉驿城区,3室2厅1厨2卫,高楼层 (共6层),147,跃层,塔楼,南,钢混结构,毛坯,无,2019-09-11,商品房,普通住宅
10760.0,龙泉驿,十陵,3室1厅1厨2卫,高楼层 (共29层),90.21,平层,塔楼,北,钢混结构,毛坯,有,2021-06-30,商品房,普通住宅
8500.0,龙泉驿,东山,3室1厅1厨2卫,高楼层 (共6层),107.95,平层,板楼,东,砖混结构,简装,无,2021-08-27,商品房,普通住宅
11500.0,龙泉驿,十陵,3室2厅1厨1卫,中楼层 (共40层),77.47,平层,板塔结合,东,钢混结构,精装,有,2021-05-27,商品房,普通住宅
17800.0,龙泉驿,东山,4室2厅1厨2卫,低楼层 (共18层),171.18,平层,塔楼,东南,钢混结构,简装,有,2021-09-09,商品房,普通住宅
31000.0,龙泉驿,大面,4室1厅1厨2卫,高楼层 (共6层),180.3,复式,板楼,东南,钢混结构,精装,无,2021-03-07,商品房,普通住宅
19000.0,龙泉驿,东山,4室2厅1厨2卫,低楼层 (共18层),172.6,错层,塔楼,东南,钢混结构,精装,有,2021-07-09,商品房,普通住宅
10800.0,龙泉驿,东山,3室1厅1厨1卫,高楼层 (共18层),89.23,平层,板塔结合,东北,钢混结构,简装,有,2021-08-14,商品房,普通住宅
14230.000000000002,龙泉驿,龙泉驿城区,3室2厅1厨2卫,低楼层 (共25层),106.12,平层,板塔结合,东南,钢混结构,毛坯,有,2020-11-01,商品房,普通住宅
8500.0,龙泉驿,航天,3室2厅1厨2卫,高楼层 (共6层),97.77,错层,板楼,东南 南,砖混结构,精装,无,2021-05-12,商品房,普通住宅
23000.0,龙泉驿,龙泉驿城区,4室2厅1厨2卫,高楼层 (共6层),141.56,跃层,板塔结合,南,钢混结构,简装,无,2021-07-09,商品房,普通住宅
14300.0,龙泉驿,东山,3室2厅1厨2卫,中楼层 (共10层),121.28,错层,板楼,东南,钢混结构,简装,有,2020-10-27,商品房,普通住宅
9600.0,龙泉驿,十陵,3室1厅1厨1卫,中楼层 (共6层),98.19,平层,板楼,南,混合结构,精装,无,2021-08-29,商品房,普通住宅
7900.0,龙泉驿,十陵,3室1厅1厨1卫,中楼层 (共7层),81.24,平层,板塔结合,南,混合结构,简装,有,2021-09-20,商品房,普通住宅
10580.0,龙泉驿,航天,3室1厅1厨1卫,高楼层 (共32层),87.98,平层,板塔结合,东南,钢混结构,简装,有,2021-10-22,商品房,普通住宅
12800.0,龙泉驿,龙泉驿城区,4室2厅1厨2卫,中楼层 (共6层),168.73,跃层,板塔结合,西南,钢混结构,简装,无,2019-06-09,商品房,普通住宅
15000.0,龙泉驿,龙泉驿城区,3室1厅1厨1卫,低楼层 (共18层),90.16,平层,板塔结合,东南,钢混结构,简装,有,2021-11-19,商品房,普通住宅
15000.0,龙泉驿,大面,3室2厅1厨2卫,高楼层 (共33层),94.84,平层,板塔结合,东南,钢混结构,毛坯,有,2021-11-25,商品房,普通住宅
15500.0,龙泉驿,大面,3室2厅1厨2卫,低楼层 (共33层),97.05,平层,板塔结合,东南,钢混结构,毛坯,有,2021-11-26,商品房,普通住宅
15500.0,龙泉驿,大面,3室2厅1厨2卫,低楼层 (共33层),97.05,平层,板塔结合,东南,钢混结构,精装,有,2021-11-25,商品房,普通住宅
18800.0,龙泉驿,龙泉驿城区,4室1厅1厨2卫,低楼层 (共34层),125.5,平层,塔楼,西北,钢混结构,简装,有,2021-11-21,商品房,普通住宅
12100.0,龙泉驿,阳光城,3室1厅1厨2卫,中楼层 (共6层),121,平层,板楼,南,框架结构,简装,无,2021-11-28,商品房,普通住宅
10800.0,龙泉驿,龙泉驿城区,4室2厅1厨2卫,高楼层 (共6层),115.82,跃层,板楼,东南,框架结构,精装,无,2021-11-17,商品房,普通住宅
9500.0,龙泉驿,阳光城,3室2厅1厨2卫,高楼层 (共32层),100.28,平层,板塔结合,东南,钢混结构,其他,有,2021-11-22,商品房,普通住宅
11500.0,龙泉驿,十陵,2室2厅1厨1卫,高楼层 (共19层),87.83,平层,板楼,西,钢混结构,精装,有,2021-11-18,商品房,普通住宅
13500.0,龙泉驿,大面,3室2厅1厨2卫,低楼层 (共33层),97.01,平层,板塔结合,东南,钢混结构,毛坯,有,2021-11-27,商品房,普通住宅
16000.0,龙泉驿,大面,3室2厅1厨2卫,低楼层 (共33层),112.4,平层,板塔结合,西南,钢混结构,毛坯,有,2021-11-24,商品房,普通住宅
8600.0,龙泉驿,阳光城,3室2厅1厨1卫,高楼层 (共32层),90.37,平层,板塔结合,东南,钢混结构,其他,有,2021-11-24,商品房,普通住宅
13500.0,龙泉驿,龙泉驿城区,3室2厅1厨2卫,低楼层 (共33层),98.45,平层,塔楼,南,框架结构,精装,有,2021-12-01,商品房,普通住宅
11000.0,龙泉驿,大面,2室1厅1厨1卫,低楼层 (共6层),91.37,平层,板楼,东南,钢混结构,其他,无,2021-11-21,商品房,普通住宅
9500.0,龙泉驿,阳光城,3室1厅1厨1卫,高楼层 (共34层),84.83,平层,板塔结合,西南,钢混结构,精装,有,2021-12-01,商品房,普通住宅
9600.0,龙泉驿,阳光城,3室1厅1厨1卫,中楼层 (共34层),84.83,平层,板塔结合,西南,钢混结构,精装,有,2021-12-01,商品房,普通住宅
9580.0,龙泉驿,阳光城,3室1厅1厨1卫,高楼层 (共34层),84.83,平层,板塔结合,东南,钢混结构,精装,有,2021-12-02,商品房,普通住宅
10500.0,龙泉驿,龙泉驿城区,3室2厅1厨1卫,中楼层 (共33层),85.6,平层,板塔结合,西南,钢混结构,精装,有,2021-11-25,商品房,普通住宅
16400.0,龙泉驿,大面,3室2厅1厨2卫,高楼层 (共33层),122.22,平层,塔楼,东南,钢混结构,简装,有,2021-11-26,商品房,普通住宅
11000.0,龙泉驿,航天,3室2厅1厨2卫,低楼层 (共6层),125.79,错层,板楼,西南,砖混结构,其他,无,2021-11-02,商品房,普通住宅
12800.0,龙泉驿,航天,3室2厅1厨2卫,低楼层 (共7层),123.58,错层,板塔结合,东南 南,钢混结构,精装,无,2021-11-19,商品房,普通住宅
26000.0,龙泉驿,东山,3室2厅1厨2卫,低楼层 (共17层),290.68,跃层,塔楼,东南,钢混结构,精装,有,2021-11-13,商品房,普通住宅
13000.0,龙泉驿,东山,3室1厅1厨1卫,低楼层 (共32层),83.91,平层,板塔结合,东南,钢混结构,其他,有,2021-11-21,商品房,普通住宅
14969.999999999998,龙泉驿,十陵,3室2厅1厨2卫,低楼层 (共6层),122.95,平层,板楼,东,混合结构,其他,无,2021-11-23,商品房,普通住宅
12000.0,龙泉驿,航天,4室1厅1厨2卫,高楼层 (共6层),160.47,跃层,板楼,东南,混合结构,简装,无,2021-11-17,商品房,普通住宅
9300.0,龙泉驿,龙泉驿城区,2室2厅1厨1卫,低楼层 (共6层),73.18,平层,板塔结合,东南,混合结构,简装,无,2020-01-16,商品房,普通住宅
15400.0,龙泉驿,十陵,3室1厅1厨2卫,高楼层 (共6层),127.79,平层,板楼,东南,钢混结构,精装,无,2021-11-15,商品房,普通住宅
18500.0,龙泉驿,东山,4室2厅1厨1卫,高楼层 (共18层),128.82,平层,塔楼,东北,钢混结构,其他,有,2021-11-21,商品房,普通住宅
20000.0,龙泉驿,东山,3室1厅1厨3卫,中楼层 (共4层),165.25,平层,板楼,东北,钢混结构,其他,有,2021-11-26,商品房,普通住宅
7200.0,龙泉驿,十陵,2室1厅1厨1卫,中楼层 (共5层),91.4,平层,板楼,东南,混合结构,简装,有,2021-11-14,商品房,普通住宅
12400.0,龙泉驿,龙泉驿城区,3室2厅1厨1卫,中楼层 (共6层),113.58,平层,板楼,东南,砖混结构,其他,无,2021-11-19,商品房,普通住宅
13500.0,龙泉驿,龙泉驿城区,2室1厅1厨1卫,低楼层 (共30层),138,平层,塔楼,南,钢混结构,毛坯,有,2019-09-30,商品房,普通住宅
10800.0,龙泉驿,航天,3室1厅1厨1卫,中楼层 (共18层),85.51,平层,塔楼,西北,钢混结构,精装,有,2021-11-26,商品房,普通住宅
12100.0,龙泉驿,十陵,3室1厅1厨1卫,高楼层 (共40层),81.58,平层,板塔结合,西,钢混结构,精装,有,2021-11-21,商品房,普通住宅
8800.0,龙泉驿,龙泉驿城区,3室1厅1厨1卫,中楼层 (共6层),112.27,平层,板楼,东南,钢混结构,简装,无,2021-11-27,商品房,普通住宅
9480.0,龙泉驿,龙泉驿城区,3室2厅1厨2卫,中楼层 (共7层),103.96,平层,板塔结合,西北,钢混结构,其他,无,2021-11-30,商品房,普通住宅
15500.0,龙泉驿,龙泉驿城区,3室2厅1厨2卫,高楼层 (共7层),178,错层,板塔结合,东南,钢混结构,精装,无,2021-11-20,商品房,普通住宅
13000.0,龙泉驿,东山,3室1厅1厨2卫,中楼层 (共32层),87.58,平层,板塔结合,东南,框架结构,精装,有,2021-11-23,商品房,普通住宅
14900.0,龙泉驿,十陵,3室2厅1厨2卫,中楼层 (共34层),107.63,平层,板塔结合,东南,钢混结构,其他,有,2021-11-30,商品房,普通住宅
14000.0,龙泉驿,十陵,3室1厅1厨2卫,低楼层 (共24层),102.18,平层,板塔结合,南,钢混结构,其他,有,2021-11-19,商品房,普通住宅
7350.0,龙泉驿,龙泉驿城区,3室2厅1厨1卫,高楼层 (共8层),91.48,平层,板楼,北 南,砖混结构,精装,无,2021-11-29,商品房,普通住宅
13100.0,龙泉驿,航天,3室2厅1厨2卫,高楼层 (共33层),131.22,平层,板塔结合,东南,钢混结构,精装,有,2021-11-24,商品房,普通住宅
11500.0,龙泉驿,东山,3室2厅1厨2卫,低楼层 (共26层),88.51,平层,板塔结合,东南,钢混结构,其他,有,2021-11-22,商品房,普通住宅
10800.0,龙泉驿,航天,3室1厅1厨1卫,低楼层 (共26层),105,平层,板塔结合,东南,钢混结构,其他,有,2021-11-25,商品房,普通住宅
13000.0,龙泉驿,航天,3室1厅1厨2卫,低楼层 (共11层),120.07,平层,板楼,东,钢混结构,其他,有,2021-12-01,商品房,普通住宅
11000.0,龙泉驿,东山,3室2厅1厨1卫,高楼层 (共26层),87.96,平层,塔楼,东南,钢混结构,简装,有,2021-11-26,商品房,普通住宅
12500.0,龙泉驿,十陵,3室2厅1厨1卫,低楼层 (共33层),91.28,平层,板塔结合,东南,钢混结构,简装,有,2021-11-23,商品房,普通住宅
10500.0,龙泉驿,龙泉驿城区,3室2厅1厨2卫,中楼层 (共6层),116.59,平层,板楼,南,混合结构,精装,有,2021-11-29,商品房,普通住宅
13000.0,龙泉驿,航天,3室2厅1厨2卫,中楼层 (共6层),129.86,平层,板塔结合,东南,混合结构,其他,无,2021-11-20,商品房,普通住宅
14400.0,龙泉驿,航天,3室2厅1厨2卫,中楼层 (共25层),122.2,平层,板塔结合,东南,钢混结构,精装,有,2021-12-02,商品房,普通住宅
15400.0,龙泉驿,航天,3室1厅1厨2卫,中楼层 (共28层),105.86,平层,板塔结合,东南,钢混结构,精装,有,2021-11-26,商品房,普通住宅
12500.0,龙泉驿,龙泉驿城区,2室2厅1厨1卫,高楼层 (共34层),90.15,平层,塔楼,东,钢混结构,简装,有,2021-11-23,商品房,普通住宅
18000.0,龙泉驿,龙泉驿城区,3室1厅1厨2卫,低楼层 (共6层),138.9,平层,板楼,东南,混合结构,精装,无,2021-04-09,商品房,普通住宅
20000.0,龙泉驿,龙泉驿城区,6室2厅2厨2卫,高楼层 (共6层),198.29,平层,板楼,南 北,混合结构,精装,有,2021-10-14,商品房,普通住宅
26000.0,龙泉驿,东山,6室2厅1厨4卫,低楼层 (共18层),196,跃层,板塔结合,东南 南,钢混结构,精装,有,2021-09-18,商品房,普通住宅
25000.0,龙泉驿,东山,4室2厅1厨2卫,高楼层 (共10层),145.13,跃层,板楼,东南,钢混结构,精装,有,2021-09-05,商品房,普通住宅
14000.0,龙泉驿,航天,4室2厅1厨2卫,高楼层 (共6层),160.88,跃层,板楼,东,砖混结构,其他,无,2021-06-25,商品房,普通住宅
19500.0,龙泉驿,航天,4室2厅1厨2卫,高楼层 (共6层),176.06,跃层,板塔结合,东南,混合结构,精装,无,2020-09-14,商品房,普通住宅
12000.0,龙泉驿,龙泉驿城区,4室2厅1厨2卫,高楼层 (共6层),109.72,跃层,板楼,东南,钢混结构,精装,无,2020-01-16,商品房,普通住宅
20900.0,龙泉驿,十陵,4室2厅1厨2卫,低楼层 (共5层),134.49,错层,塔楼,南,砖混结构,简装,有,2021-10-24,商品房,普通住宅
23800.0,龙泉驿,龙泉驿城区,5室2厅2厨3卫,高楼层 (共24层),160.14,跃层,板塔结合,东南,钢混结构,精装,有,2021-08-15,商品房,普通住宅
19900.0,龙泉驿,十陵,6室1厅1厨2卫,高楼层 (共6层),173.42,跃层,板楼,南 北,框架结构,精装,无,2021-09-06,商品房,普通住宅
14080.000000000002,龙泉驿,龙泉驿城区,4室2厅1厨2卫,低楼层 (共25层),122.97,平层,板塔结合,西南,钢混结构,精装,有,2019-08-13,商品房,普通住宅
34000.0,龙泉驿,龙泉驿城区,5室2厅1厨4卫,低楼层 (共6层),247.89,跃层,板楼,南,钢混结构,精装,无,2021-09-27,商品房,普通住宅
11500.0,龙泉驿,龙泉驿城区,5室2厅1厨2卫,高楼层 (共7层),174.6,平层,板楼,东,砖混结构,精装,无,2021-10-26,商品房,普通住宅
15000.0,龙泉驿,十陵,4室2厅1厨2卫,高楼层 (共6层),159.98,跃层,板楼,南,砖混结构,其他,无,2021-07-25,商品房,普通住宅
15000.0,龙泉驿,龙泉驿城区,4室2厅1厨2卫,高楼层 (共7层),115.43,跃层,板楼,东南,框架结构,精装,有,2021-10-08,商品房,普通住宅
5900.0,龙泉驿,龙泉驿城区,1室1厅1厨1卫,中楼层 (共19层),61.54,平层,板楼,东南,钢混结构,其他,有,2021-12-02,商品房,普通住宅
19800.0,龙泉驿,东山,4室1厅1厨2卫,低楼层 (共18层),294.62,跃层,塔楼,东南,钢混结构,其他,有,2021-07-23,商品房,普通住宅
13000.0,龙泉驿,龙泉驿城区,4室3厅1厨3卫,高楼层 (共6层),153.38,跃层,板塔结合,西南 东北,钢混结构,简装,无,2021-08-05,商品房,普通住宅
25800.0,龙泉驿,东山,4室1厅1厨2卫,高楼层 (共11层),109.8,跃层,板塔结合,东,钢混结构,精装,有,2021-10-09,商品房,普通住宅
14500.0,龙泉驿,大面,3室2厅1厨0卫,中楼层 (共31层),81.24,平层,塔楼,南,钢混结构,精装,有,2021-12-05,商品房,普通住宅
11600.0,龙泉驿,龙泉驿城区,3室1厅1厨2卫,中楼层 (共33层),89.31,平层,塔楼,东北,钢混结构,精装,有,2021-11-25,商品房,普通住宅
9600.0,龙泉驿,十陵,2室1厅1厨1卫,低楼层 (共34层),71.41,平层,板塔结合,东南,钢混结构,精装,有,2021-11-30,商品房,普通住宅
11800.0,龙泉驿,洪河,3室2厅1厨2卫,中楼层 (共6层),99.7,平层,板楼,西,砖混结构,简装,无,2021-11-27,商品房,普通住宅
13000.0,龙泉驿,龙泉驿城区,3室2厅1厨2卫,中楼层 (共6层),131.49,平层,板楼,东南,砖混结构,简装,无,2019-06-07,商品房,普通住宅
12700.0,龙泉驿,东山,3室2厅1厨2卫,中楼层 (共32层),90.71,平层,板塔结合,东南,钢混结构,毛坯,有,2019-03-02,商品房,普通住宅
16800.0,龙泉驿,洪河,4室2厅1厨2卫,高楼层 (共6层),156.17,跃层,板塔结合,西南 东北,钢混结构,简装,无,2018-10-21,商品房,普通住宅
16300.0,龙泉驿,龙泉驿城区,4室2厅1厨2卫,中楼层 (共4层),167.57,平层,板楼,南 北,砖混结构,精装,无,2019-01-02,商品房,普通住宅
9300.0,龙泉驿,航天,3室2厅1厨2卫,高楼层 (共6层),130,平层,板楼,东南,砖混结构,简装,无,2018-10-31,商品房,普通住宅
10200.0,龙泉驿,十陵,3室2厅1厨1卫,中楼层 (共6层),82.85,平层,板楼,东,混合结构,简装,无,2021-12-02,商品房,普通住宅
11390.0,龙泉驿,龙泉驿城区,3室1厅1厨2卫,高楼层 (共6层),126.62,平层,板楼,东南,砖混结构,其他,无,2021-12-03,商品房,普通住宅
12800.0,龙泉驿,龙泉驿城区,3室2厅1厨2卫,高楼层 (共11层),113.83,平层,板楼,东南,钢混结构,简装,有,2021-12-05,商品房,普通住宅
14500.0,龙泉驿,洪河,3室1厅1厨2卫,低楼层 (共6层),119.23,平层,板楼,西南,框架结构,精装,无,2021-12-03,商品房,普通住宅
11000.0,龙泉驿,龙泉驿城区,3室2厅1厨2卫,高楼层 (共6层),125.3,平层,板楼,东南,砖混结构,简装,无,2021-12-03,商品房,普通住宅
10200.0,龙泉驿,航天,2室1厅1厨1卫,低楼层 (共24层),81.67,平层,板塔结合,东南,钢混结构,精装,有,2021-12-02,商品房,普通住宅
8500.0,龙泉驿,十陵,2室1厅1厨1卫,低楼层 (共34层),71.36,平层,板楼,东南,钢混结构,简装,有,2021-12-03,商品房,普通住宅
12000.0,龙泉驿,龙泉驿城区,3室2厅1厨1卫,低楼层 (共34层),80.22,平层,板塔结合,西北,钢混结构,简装,有,2021-12-03,商品房,普通住宅
10800.0,龙泉驿,洪河,3室2厅1厨1卫,高楼层 (共6层),94.65,平层,板楼,东南,钢混结构,精装,无,2021-12-03,商品房,普通住宅
15500.0,龙泉驿,洪河,3室2厅1厨1卫,低楼层 (共6层),111.05,平层,板楼,南,框架结构,精装,无,2021-12-03,商品房,普通住宅
12300.0,龙泉驿,东山,2室2厅1厨1卫,中楼层 (共31层),88.06,平层,板塔结合,东北,钢混结构,精装,有,2021-12-09,商品房,普通住宅
10980.0,龙泉驿,十陵,2室1厅1厨1卫,低楼层 (共18层),85.54,平层,塔楼,东南,框架结构,其他,有,2021-12-06,商品房,普通住宅
9900.0,龙泉驿,十陵,2室1厅1厨1卫,中楼层 (共40层),67.4,平层,塔楼,南 北,钢混结构,其他,有,2021-12-09,商品房,普通住宅
14500.0,龙泉驿,洪河,3室2厅1厨2卫,低楼层 (共6层),130.11,错层,板楼,南,砖混结构,精装,无,2021-12-04,已购公房,普通住宅
13200.0,龙泉驿,洪河,3室2厅1厨2卫,高楼层 (共6层),125.37,错层,板楼,南,砖混结构,精装,无,2021-12-04,商品房,普通住宅
12700.0,龙泉驿,洪河,2室1厅1厨1卫,低楼层 (共34层),90.2,平层,板塔结合,南,框架结构,精装,有,2021-12-11,商品房,普通住宅
35000.0,龙泉驿,阳光城,5室2厅1厨3卫,低楼层 (共3层),255.73,跃层,板楼,东南,钢混结构,其他,无,2021-12-06,商品房,普通住宅
13500.0,龙泉驿,航天,3室1厅1厨2卫,中楼层 (共26层),133.79,平层,板塔结合,东南,钢混结构,精装,有,2021-11-21,商品房,普通住宅
61700.0,龙泉驿,大面,9室3厅2厨5卫,高楼层 (共6层),157,跃层,板楼,东 东南,框架结构,毛坯,有,2021-11-18,商品房,普通住宅
8900.0,龙泉驿,十陵,3室2厅1厨2卫,高楼层 (共6层),84.97,平层,板楼,南,砖混结构,其他,无,2021-05-28,商品房,普通住宅
11580.0,龙泉驿,航天,3室2厅1厨2卫,低楼层 (共6层),129.23,错层,板楼,东南,钢混结构,精装,无,2020-11-27,商品房,普通住宅
8740.0,龙泉驿,航天,3室1厅1厨1卫,低楼层 (共6层),90.98,平层,板塔结合,东 东南,砖混结构,其他,无,2021-10-04,商品房,普通住宅
