房屋所属市辖区,建筑面积（平方米）,户型结构,建筑类型,房屋朝向,建筑结构,装修情况,配备电梯,交易权属,房屋用途,室,厅,厨,卫,总价
4,102.0,4,4,9,5,3,1,5,4,3,1,1,1,1927800.0
4,131.67,4,3,9,7,4,1,5,4,4,2,1,2,6583499.999999999
4,141.72,4,4,9,7,2,1,5,4,3,1,1,2,5172780.0
4,115.87,4,3,10,7,3,1,5,4,3,1,1,2,2885163.0
4,107.61,5,4,2,4,3,0,5,4,4,1,1,2,1829370.0
4,86.2,4,3,5,7,2,1,5,4,3,2,1,1,2749780.0
4,99.37,4,3,5,7,2,1,5,4,3,2,1,2,2365006.0
4,128.77,4,4,8,4,3,0,5,4,3,1,1,2,2781432.0
4,122.75,4,3,3,7,3,1,5,4,3,2,1,2,4541750.0
4,88.37,4,2,1,5,2,1,5,4,1,1,1,1,3048765.0
4,155.8,1,3,5,7,3,0,5,4,3,3,1,2,2958642.0
4,89.42,4,4,5,7,4,1,5,4,3,2,1,2,2548470.0
4,157.69,4,4,1,5,2,1,5,4,4,2,1,2,5361460.0
4,116.54,4,3,3,7,3,1,5,4,3,2,1,2,3496200.0
4,90.8,4,3,2,7,3,1,5,4,3,1,1,1,2905600.0
4,81.61,4,4,9,6,3,0,5,4,3,2,1,1,799778.0
4,126.03,4,3,5,7,2,1,5,4,3,2,1,2,5545320.0
4,133.84,4,4,9,7,2,1,5,4,3,1,1,3,6022800.0
4,88.81,4,4,2,5,3,1,5,4,3,2,1,2,1554175.0
4,109.88,4,4,5,7,2,1,5,4,3,2,1,2,3845800.0
4,86.9,4,3,1,7,4,1,5,4,3,1,1,1,2389750.0
4,87.61,4,3,1,7,2,1,5,4,3,1,1,2,2891130.0
4,87.07,4,3,9,7,2,1,5,4,3,2,1,1,2655635.0
4,86.31,4,4,1,7,3,1,5,4,3,2,1,2,2589300.0
4,101.61,4,4,5,7,3,0,5,4,3,2,1,1,1320930.0
4,84.18,4,4,10,6,3,0,5,4,2,1,1,1,867054.0000000001
4,77.41,4,4,9,5,3,0,4,4,2,1,1,1,866992.0
4,57.76,4,4,9,4,3,0,5,4,2,1,1,1,401432.0
4,121.98,5,3,1,7,3,1,5,4,4,2,1,2,4574250.0
4,123.91,4,3,5,7,3,1,5,4,3,1,1,2,4931618.0
4,140.06,4,3,5,5,2,0,5,4,3,2,1,2,5952550.0
4,100.83,4,3,9,7,2,1,5,4,3,2,1,1,2319090.0
4,79.47,4,4,5,6,3,0,5,4,3,1,1,1,953640.0
4,84.29,4,3,5,7,3,1,5,4,3,2,1,1,2360120.0
4,160.23,5,3,5,7,4,1,5,4,4,2,1,2,5383728.0
4,71.87,4,4,5,6,3,0,4,4,3,1,1,1,524651.0
4,105.72,4,4,5,5,3,1,5,4,3,2,1,2,2494992.0
4,127.16,4,2,9,7,2,1,5,4,3,2,1,2,3687640.0
4,142.43,4,3,7,7,2,1,5,4,4,2,1,2,6409350.0
4,128.02,4,4,5,4,2,0,5,4,3,1,1,2,2560400.0
4,215.22,4,4,5,7,2,1,5,4,4,2,1,4,17217600.0
4,138.74,5,4,5,7,2,0,5,4,3,2,1,2,2982910.0
4,112.28,1,4,5,6,2,0,5,4,3,2,1,2,1740340.0
4,88.81,4,4,9,5,3,1,5,4,3,1,1,1,1642985.0
4,120.51,4,4,5,5,3,1,5,4,3,2,1,2,3193515.0
4,88.2,4,3,5,5,2,1,5,4,2,2,1,1,2425500.0
4,178.13,4,3,1,7,3,1,5,4,4,1,1,2,10687800.0
4,186.7,4,4,9,7,2,1,5,4,5,1,1,3,11762100.0
4,86.2,4,4,9,7,2,1,5,4,3,1,1,1,2327400.0
4,87.19,4,3,1,7,3,1,5,4,3,2,1,2,2790080.0
4,122.27,4,3,2,7,2,1,5,4,5,2,1,2,3668100.0
4,88.81,4,4,7,5,4,1,5,4,2,1,1,1,1687390.0
4,89.83,4,4,9,4,3,0,5,4,2,2,1,1,853385.0
4,89.0,4,3,9,7,1,1,5,4,3,1,1,2,3079400.0
4,117.51,1,4,1,7,2,0,5,4,3,1,1,2,3008256.0
4,104.55,4,3,7,7,2,1,5,4,3,2,1,2,3084225.0
4,149.9,4,3,5,7,2,1,5,4,3,1,1,2,8394400.0
4,76.4,4,4,2,6,3,0,5,4,2,1,1,1,840400.0000000001
4,149.55,4,3,5,7,2,1,5,4,3,2,1,2,7402725.000000001
4,128.47,4,4,10,7,3,1,5,4,3,2,1,2,3532925.0
4,73.07,4,2,8,7,3,1,5,4,2,1,1,1,1037593.9999999999
4,91.66,4,3,5,5,3,1,5,4,2,1,1,1,1677378.0
4,97.73,4,3,2,7,2,1,5,4,3,2,1,2,3713740.0
4,88.92,4,3,10,7,1,1,5,4,3,2,1,2,2534220.0
4,149.97,5,4,5,6,3,0,5,4,4,2,1,3,3149370.0
4,134.0,4,4,2,7,2,0,5,4,3,2,1,2,3886000.0
4,88.33,4,3,9,7,2,1,5,4,3,2,1,2,2738230.0
4,119.0,4,2,2,7,2,1,5,4,4,2,1,2,3427200.0
4,48.88,4,3,9,5,4,1,5,4,1,1,1,1,415480.0
4,63.93,4,3,2,5,2,1,5,4,1,1,1,1,703230.0
4,95.88,4,4,7,7,3,1,5,4,3,1,1,2,1725840.0
4,48.83,4,3,5,5,4,1,5,4,1,1,1,1,390640.0
4,131.03,4,4,9,5,2,1,5,4,4,2,1,2,4061930.0
4,88.88,4,3,1,7,2,1,5,4,3,2,1,1,2710840.0
4,168.59,4,3,1,5,2,1,5,4,4,2,1,2,7755140.0
4,87.04,4,3,1,7,2,1,5,4,3,1,1,1,2036736.0000000002
4,256.45,4,4,5,7,2,1,5,4,4,2,1,4,16669250.0
4,78.03,4,2,1,7,3,1,5,4,3,2,1,1,1591812.0
4,92.0,4,3,5,7,2,1,5,4,3,1,1,1,2760000.0
4,108.08,4,3,9,7,2,1,5,4,3,2,2,1,4312392.0
4,131.32,4,4,5,5,2,1,5,4,3,2,1,2,3939600.0
4,100.98,4,4,1,4,2,0,5,4,4,1,1,1,1676268.0
4,113.41,5,4,9,5,3,1,5,4,3,1,1,2,3379618.0
4,59.89,4,3,2,5,2,1,5,4,1,1,1,1,610878.0
4,121.46,4,4,9,6,3,0,5,4,3,2,1,2,2234864.0
4,142.62,5,4,10,6,2,0,5,4,4,2,1,3,2638470.0
4,126.0,4,4,5,7,3,0,5,4,3,1,1,2,2016000.0
4,83.58,4,3,1,7,2,1,5,4,3,2,1,2,2507400.0
4,87.5,4,2,2,7,3,1,5,4,3,2,1,1,1645000.0
4,104.65,4,3,9,5,2,1,5,4,3,1,1,1,1873235.0
4,44.88,4,4,5,6,1,0,5,4,3,1,1,1,264792.0
4,52.54,4,3,5,5,4,1,5,4,1,1,1,1,446590.0
4,119.47,4,2,2,7,3,1,5,4,3,2,1,2,3369054.0
4,70.56,4,3,9,7,3,1,5,4,2,1,1,1,1326528.0
4,144.16,4,3,5,7,2,1,5,4,3,2,1,2,5377168.0
4,96.42,4,4,9,6,2,0,5,4,3,2,1,1,1108830.0
4,88.17,4,3,1,7,4,1,5,4,3,1,1,1,3050682.0
4,148.15,1,3,5,7,2,1,5,4,4,2,1,2,4370425.0
4,92.41,4,2,1,7,3,1,5,4,3,1,1,1,2319491.0
4,54.49,4,4,5,6,3,0,6,4,2,1,1,1,381430.0
4,123.6,4,3,5,5,2,1,5,4,3,2,1,2,3905760.0
4,88.83,4,2,3,7,3,1,5,4,3,2,1,1,2114154.0
4,142.28,4,4,1,7,2,1,5,4,4,2,1,2,4268400.0
4,132.8,4,3,5,7,4,1,5,4,3,2,1,2,6772800.000000001
4,119.43,4,2,9,7,2,1,5,4,3,1,1,2,3881475.0
4,86.37,4,4,5,6,3,0,4,4,3,2,1,1,863700.0
4,87.49,4,3,5,5,3,1,5,4,3,1,1,1,2537210.0
4,73.55,5,4,3,5,2,1,5,4,3,1,1,2,661950.0
4,141.28,4,4,9,7,2,1,5,4,4,1,1,3,6640160.0
4,86.75,4,4,2,4,3,0,5,4,3,1,1,1,711350.0
4,160.91,5,4,5,7,3,0,5,4,4,2,1,2,4988210.0
4,140.65,4,2,5,5,2,1,5,4,3,1,1,2,5626000.0
4,49.98,4,3,2,5,4,1,5,4,1,1,1,1,419832.0
4,144.68,4,3,5,7,2,1,5,4,3,2,1,2,7523360.0
4,84.82,4,4,5,7,2,1,5,4,1,1,1,1,1526759.9999999998
4,141.39,4,3,5,7,2,1,5,4,3,2,1,2,6786719.999999999
4,146.03,1,4,5,7,3,0,5,4,3,1,1,2,3796780.0
4,95.98,4,3,10,7,2,1,5,4,3,1,1,1,2303520.0
4,119.49,4,4,5,7,4,0,5,4,3,2,1,2,2007432.0
4,82.3,4,4,5,7,2,1,5,4,1,1,1,1,1810600.0
4,83.58,4,3,1,7,2,1,5,4,3,1,1,1,2507400.0
4,200.83,4,4,10,7,3,1,5,4,4,2,1,2,8756188.0
4,118.38,4,4,5,7,3,1,5,4,2,2,1,1,3077880.0
4,148.85,4,4,9,7,2,0,5,4,3,2,1,2,5105555.0
4,113.83,4,4,9,4,2,0,5,4,3,1,1,2,2048940.0
4,240.5,4,4,5,5,2,1,5,4,5,2,1,2,14189500.0
4,80.64,4,4,5,6,3,0,5,4,3,1,1,1,653184.0
4,119.08,4,2,2,7,3,1,5,4,4,2,1,2,3572400.0
4,81.59,4,4,9,5,3,1,5,4,2,1,1,1,1240168.0
4,87.55,4,4,9,4,3,0,5,4,3,1,1,1,884255.0
4,78.03,4,2,5,7,2,1,5,4,3,1,1,1,1537191.0
4,77.89,4,4,5,6,3,0,5,4,3,1,1,1,763322.0
4,74.4,4,4,5,4,3,0,5,4,2,1,1,1,647280.0
4,70.16,5,4,10,7,3,1,5,4,2,2,1,1,1192720.0
4,88.33,4,3,9,7,2,1,5,4,3,2,1,2,2605735.0
4,113.6,4,3,2,5,2,1,5,4,3,2,1,2,3385280.0
4,101.22,4,3,3,5,2,1,5,4,3,2,1,2,2510256.0
4,174.79,5,4,5,4,4,0,5,4,4,3,1,2,4579498.0
4,120.68,4,3,5,7,2,1,5,4,3,1,1,2,3077340.0
4,64.94,4,3,7,6,3,1,5,4,1,1,0,1,344182.0
4,77.76,4,4,2,7,3,0,5,4,3,1,1,1,808704.0
4,92.68,4,2,1,7,3,1,5,4,3,1,1,1,1872136.0000000002
4,93.02,4,3,10,7,1,1,5,4,3,2,1,2,2976640.0
4,89.9,4,4,5,7,2,1,5,4,3,1,1,2,2562150.0
4,107.39,4,3,10,7,2,1,5,4,3,2,1,1,2631055.0
4,231.77,4,4,5,7,2,1,5,4,5,2,1,3,15760360.0
4,151.66,4,3,7,5,4,1,5,4,3,1,1,2,4671128.0
4,90.06,4,3,10,7,2,1,5,4,3,2,1,2,2791860.0
4,145.11,4,4,9,6,3,0,5,4,3,2,2,2,2394315.0
4,136.01,1,4,10,4,3,0,5,4,3,2,1,2,2856210.0
4,122.58,5,3,3,7,4,1,5,4,4,2,1,2,5123844.0
4,113.16,4,3,10,7,3,1,5,4,3,2,1,2,2602680.0
4,141.01,4,3,10,7,2,1,5,4,3,2,1,2,4089289.9999999995
4,96.44,5,2,1,7,2,1,5,4,3,2,1,2,2430288.0
4,125.79,4,3,2,7,2,0,5,4,3,2,1,2,2037798.0
4,85.66,4,3,5,7,2,1,5,4,3,2,1,1,1841690.0
4,70.56,4,3,3,7,2,1,5,4,1,1,1,1,1241856.0
4,122.34,4,4,5,7,3,1,5,4,3,2,1,1,2997330.0
4,86.62,4,2,8,7,2,1,5,4,3,2,1,2,2070218.0
4,120.96,4,4,5,7,2,0,5,4,3,2,1,2,2903040.0
4,137.93,4,4,5,5,2,1,5,4,3,2,1,2,4620655.0
4,166.46,4,4,9,7,2,1,5,4,4,2,1,2,8156540.0
4,136.35,1,4,5,6,4,0,5,4,3,2,1,2,2863350.0
4,115.85,4,3,5,7,2,1,5,4,3,2,1,2,2873080.0
4,131.87,4,4,5,7,3,1,5,4,3,2,1,2,3336311.0
4,104.42,4,4,9,6,3,0,4,4,4,2,1,2,1942212.0
4,189.74,4,4,5,7,2,1,5,4,4,2,1,2,7304990.0
4,105.96,4,3,3,5,4,1,5,4,2,2,1,2,3761580.0
4,121.27,4,3,5,7,3,1,5,4,3,1,1,2,2983242.0
4,59.54,4,2,10,5,3,0,5,4,1,1,1,1,506090.0
4,74.36,4,3,9,7,2,1,5,4,2,1,1,1,1844128.0
4,122.08,4,4,2,4,3,0,5,4,3,2,1,2,3418240.0
4,144.69,4,4,2,7,4,1,5,4,3,2,1,2,4340700.0
4,86.48,4,3,3,5,2,1,5,4,2,1,1,1,1362060.0
4,98.47,4,3,9,7,3,1,5,4,3,2,1,2,3544920.0
4,92.56,4,3,5,7,3,1,5,4,2,2,1,1,2823080.0
4,150.85,4,3,5,7,3,1,5,4,3,2,1,2,7964880.0
7,190.12,5,4,5,6,3,0,5,4,5,2,1,3,8175160.0
7,72.2,4,4,5,6,3,0,5,4,2,1,1,1,685900.0
7,91.8,4,4,2,4,4,0,5,4,2,1,1,1,1239300.0
7,90.62,4,4,9,7,3,0,5,4,3,1,1,1,2265500.0
7,80.69,4,4,5,6,3,0,5,4,2,2,1,1,1476627.0
7,289.75,4,4,10,7,2,1,5,4,4,3,1,4,32973550.0
7,49.34,4,4,9,5,3,1,5,4,1,1,1,1,370050.0
7,51.1,4,4,8,6,2,0,5,4,2,1,1,1,347480.0
7,58.69,4,4,9,4,3,0,5,4,2,1,1,1,1232490.0
7,99.63,4,4,5,6,3,0,5,4,2,1,1,1,1046115.0
7,62.0,4,4,7,7,1,0,5,4,2,1,1,1,651000.0
7,61.0,4,4,5,6,3,0,5,4,2,1,1,1,356850.0
7,47.12,4,3,2,7,3,1,5,4,2,1,1,1,457064.0
7,75.73,4,3,9,7,2,1,5,4,2,1,1,1,1234399.0
7,56.59,4,3,9,7,2,1,5,4,2,1,1,1,622490.0
7,33.67,4,2,10,5,3,1,5,4,1,0,1,1,195286.0
7,73.36,4,3,2,5,2,1,5,4,2,1,1,1,924336.0
7,60.45,4,4,9,7,3,0,4,4,2,1,1,1,423150.0
7,61.19,4,4,9,6,3,0,5,4,2,1,1,1,501758.0
7,70.01,5,4,5,5,2,1,5,4,3,1,1,2,1295185.0
7,66.01,4,3,2,5,2,1,5,4,2,1,1,1,501676.00000000006
7,60.29,4,4,2,6,3,0,5,4,2,1,1,1,434088.0
7,67.71,4,2,5,5,3,1,5,4,2,1,1,1,947939.9999999999
7,50.72,4,3,9,5,3,1,5,4,1,1,1,1,963680.0
7,69.06,4,4,5,7,3,0,4,4,2,1,1,1,593916.0
7,87.23,4,2,9,7,3,1,5,4,2,1,1,1,1814384.0
7,78.1,4,4,3,6,3,0,5,4,3,1,1,1,702900.0
7,42.44,4,4,9,5,3,1,5,4,1,0,1,1,231298.0
7,96.62,4,4,9,4,3,0,5,4,2,1,1,1,3091840.0
7,48.66,4,4,2,6,3,0,5,4,1,1,1,1,340620.0
7,46.01,4,4,5,4,1,0,5,4,2,1,1,1,414090.0
7,45.78,4,3,9,5,3,1,5,4,1,1,1,1,554853.6
7,59.0,4,4,5,7,3,0,5,4,2,1,1,1,441910.00000000006
7,90.8,4,2,5,5,3,1,5,4,2,2,1,1,1952200.0
7,81.25,4,3,5,7,2,1,5,4,2,2,1,1,1365000.0
7,56.12,4,3,9,5,3,1,5,4,1,1,1,1,813740.0
7,76.71,4,4,9,4,3,0,4,4,2,2,1,1,763264.4999999999
7,69.96,4,4,9,4,2,0,5,4,2,1,1,1,734579.9999999999
7,72.0,4,4,5,6,4,0,5,4,2,1,1,1,644400.0
7,41.93,4,3,9,5,3,1,5,4,1,0,1,1,180299.0
7,72.5,4,3,5,6,3,1,4,4,2,1,1,1,906250.0
7,44.39,4,3,7,5,2,1,5,4,1,0,1,1,452778.0
7,141.1,4,4,5,7,2,1,5,4,3,2,1,2,4345880.0
7,61.31,4,3,9,5,2,1,5,4,1,0,0,1,398515.0
7,63.07,4,4,9,4,3,0,5,4,2,1,1,1,441490.0
7,72.48,4,4,9,6,3,0,5,4,2,1,1,1,594336.0
7,46.69,4,3,2,7,3,1,5,4,2,1,1,1,457562.0
7,33.67,4,4,2,5,3,1,5,4,1,0,1,1,235690.0
7,124.94,4,3,10,5,2,1,5,4,2,2,1,2,4210478.0
7,72.48,4,4,5,6,2,0,5,4,2,1,1,1,630576.0
7,69.15,4,3,9,7,3,1,5,4,3,1,1,1,1120230.0
7,80.0,4,3,7,7,2,1,3,4,2,1,1,1,1176000.0
7,84.4,4,4,9,5,2,1,5,4,2,2,1,1,1434800.0
7,39.67,4,4,3,5,3,1,5,4,1,0,1,1,297525.0
7,143.27,4,2,5,7,3,1,5,4,3,2,1,2,6604747.000000001
7,61.9,4,4,9,7,3,0,5,4,2,2,1,1,619000.0
7,96.62,4,4,5,4,3,0,5,4,2,1,1,1,2946910.0
7,59.06,4,4,9,7,3,0,4,4,2,1,1,1,484292.0
7,53.02,4,3,9,7,3,1,5,4,2,1,1,1,587461.6
7,45.07,4,4,9,6,2,0,5,4,1,1,1,1,283039.6
7,60.17,4,4,9,6,3,0,5,4,2,1,1,1,463309.0
7,58.32,4,2,9,5,3,1,5,4,2,1,1,1,711504.0
7,54.08,4,4,5,4,3,1,5,4,2,1,1,1,329888.0
7,72.0,4,3,10,7,2,1,5,4,2,1,1,1,1152000.0
7,51.38,4,3,8,7,3,1,5,4,2,1,1,1,534352.0
7,58.91,4,2,2,7,2,1,5,4,2,0,2,2,524299.0
7,91.1,4,2,7,7,2,1,5,4,2,1,1,1,1658020.0
7,76.25,4,2,9,7,2,1,5,4,2,2,1,1,1486875.0
7,64.51,4,3,9,7,3,1,5,4,2,1,1,1,903140.0000000001
7,50.2,4,3,5,7,2,1,5,4,2,1,1,1,486940.0
7,53.4,4,3,5,5,3,1,5,4,1,1,1,1,630120.0
7,82.6,4,3,9,5,3,1,5,4,2,1,1,1,1350510.0
7,51.75,4,3,9,7,1,1,5,4,2,1,1,1,517500.0
7,91.05,4,2,9,7,2,1,5,4,2,2,1,1,1875630.0
7,41.0,4,3,7,7,3,1,5,4,1,1,1,1,352600.0
7,72.03,4,3,5,7,1,1,5,4,2,1,1,1,1080450.0
7,70.28,4,3,10,4,2,0,5,4,2,1,1,1,562240.0
7,75.29,4,3,9,7,3,1,5,4,2,1,1,1,1099234.0
7,44.57,4,4,7,5,3,1,5,4,1,0,1,1,233992.5
7,65.82,4,4,5,5,3,1,5,4,2,1,1,1,888569.9999999999
7,67.38,4,4,2,4,3,0,4,4,2,1,1,1,633372.0
7,95.79,4,2,1,7,2,1,5,4,2,1,1,1,3017385.0
7,78.83,4,3,2,5,2,1,5,4,2,2,1,1,1576600.0
7,70.4,4,4,9,4,2,0,5,4,2,1,1,1,760320.0000000001
7,54.25,4,3,9,7,2,1,5,4,2,1,1,1,628215.0
7,76.16,4,3,9,6,3,0,5,4,2,2,1,1,822528.0
7,90.15,4,3,5,5,2,1,5,4,2,1,1,2,1875120.0000000002
7,78.47,4,3,2,5,1,1,5,4,2,1,1,1,1294755.0
7,69.66,4,4,9,4,3,0,7,4,2,1,1,1,543348.0
7,57.51,4,3,8,7,1,1,5,4,2,1,1,1,727501.5
7,46.72,4,3,3,5,3,1,7,4,1,1,1,1,341056.0
7,76.16,4,3,7,4,3,0,5,4,2,1,1,1,898688.0
7,47.87,4,3,10,7,3,1,5,4,1,0,1,1,268072.0
7,81.52,4,3,5,5,3,1,5,4,2,2,1,1,1288016.0
7,92.18,4,4,9,6,3,0,5,4,2,2,1,1,1152250.0
7,57.89,4,4,9,7,1,0,5,4,2,1,1,1,387863.0
7,90.87,4,3,2,7,2,1,5,4,2,1,1,1,2953275.0
7,96.57,5,3,9,7,2,1,5,4,2,1,1,2,2221110.0
7,85.37,5,3,9,7,2,1,5,4,2,2,1,2,1579345.0
7,66.88,4,4,9,4,2,0,5,4,2,1,1,1,682176.0
7,36.0,4,3,9,5,3,1,5,4,1,0,1,1,223200.0
7,89.18,4,4,9,7,3,0,5,4,3,2,1,1,980980.0000000001
7,51.14,4,3,9,7,2,1,5,4,2,1,1,1,510377.2
7,71.09,5,4,5,5,3,1,5,4,2,1,1,1,746445.0
7,84.79,4,2,9,7,2,1,5,4,2,1,1,1,1399035.0
7,78.81,4,4,10,7,2,1,5,4,2,1,1,1,1300365.0
7,57.07,4,3,7,7,1,1,5,4,2,1,1,1,639184.0
7,94.43,4,3,3,7,2,1,5,4,2,1,1,1,2955659.0
7,35.0,4,4,9,6,1,0,5,4,1,1,1,1,168000.0
7,167.0,5,4,1,6,4,0,5,4,4,2,1,2,4859700.0
7,133.68,5,2,10,5,3,1,5,4,3,1,1,2,3809880.0
7,95.18,4,4,2,6,3,0,5,4,3,1,1,1,1427700.0
7,89.41,4,2,9,5,3,1,5,4,2,1,1,1,1162330.0
7,153.65,4,4,2,6,2,1,5,4,4,2,1,2,6606950.0
7,122.36,4,4,2,7,2,0,5,4,3,2,2,2,2373784.0
7,52.22,4,3,10,7,3,1,5,4,2,1,1,1,652750.0
7,50.7,4,3,9,7,3,1,5,4,2,1,1,1,567840.0
7,164.15,4,4,9,7,2,1,5,4,4,2,1,1,4924500.0
7,75.93,4,3,5,7,3,1,5,4,2,1,1,1,1199694.0
7,88.15,4,4,10,7,3,1,5,4,2,1,1,1,1939300.0000000002
7,89.71,4,3,10,7,2,1,3,4,3,1,1,1,1569925.0
7,90.98,4,3,9,7,2,1,5,4,3,2,1,2,2638420.0
7,69.28,4,4,9,4,3,0,5,4,2,2,1,1,631140.8
7,109.71,4,4,9,7,3,1,5,4,3,2,1,1,2523330.0
7,81.98,4,2,10,7,2,1,5,4,3,2,1,1,1393660.0
7,68.25,4,4,9,6,3,0,4,4,3,1,1,1,586950.0
7,76.98,4,4,5,4,3,0,5,4,2,1,1,1,677424.0
7,88.82,4,3,5,5,3,1,5,4,2,1,1,1,2211618.0
7,150.07,5,4,7,5,3,0,5,4,4,2,1,3,5177415.0
7,93.24,4,4,2,6,3,0,5,4,3,2,1,1,1072260.0
7,88.24,4,4,9,6,3,0,5,4,2,1,1,1,942403.2
7,79.41,4,3,5,5,3,1,5,4,2,1,1,1,1826430.0
7,79.42,4,4,5,6,3,0,5,4,3,1,1,1,738606.0
7,99.8,4,4,2,7,3,0,5,4,3,2,1,1,1696600.0
7,87.37,4,3,5,7,3,1,5,4,3,1,1,1,1572660.0
7,65.2,4,4,9,6,3,0,5,4,3,1,1,1,665040.0
7,70.43,4,4,5,4,2,0,5,4,3,1,1,1,549354.0
7,62.62,4,2,9,7,2,1,5,4,1,1,1,1,907990.0
7,86.33,4,3,9,7,3,1,5,4,3,1,1,1,1769765.0
7,89.71,4,3,10,7,2,1,6,4,3,1,1,1,1659635.0
7,72.4,4,3,1,7,3,0,5,4,2,1,1,1,752960.0000000001
7,40.08,4,4,5,4,2,0,4,4,1,0,1,1,220440.0
7,101.12,4,3,5,5,2,1,5,4,1,1,1,1,2679680.0
7,93.78,5,2,8,5,3,1,5,4,3,2,1,2,1641150.0
7,103.74,4,4,10,6,3,0,5,4,3,1,1,1,1628718.0
7,50.44,4,3,2,5,3,1,5,4,1,1,1,1,549796.0
7,126.0,4,3,10,5,2,1,5,4,3,2,1,2,3805200.0
7,116.62,4,4,5,4,2,0,5,4,3,2,1,2,2332400.0
7,45.79,4,3,8,5,2,1,5,4,1,1,1,1,677692.0
7,60.6,4,3,9,5,3,1,5,4,1,1,1,1,739320.0
7,90.9,4,3,5,7,2,1,3,4,3,1,1,2,1654380.0
7,70.34,4,4,9,7,1,0,5,4,2,1,1,1,590856.0
7,87.94,4,4,9,6,2,0,5,4,3,2,1,1,3033930.0
7,48.86,4,2,9,7,2,1,5,4,1,0,1,1,889252.0
7,75.38,4,4,7,7,2,0,5,4,3,1,1,1,995015.9999999999
7,80.63,4,2,7,7,3,1,5,4,2,1,1,1,1370710.0
7,125.25,4,4,10,5,3,1,5,4,3,2,1,2,2630250.0
7,83.49,4,4,5,7,3,0,5,4,3,1,1,1,1010228.9999999999
7,116.83,4,3,2,7,2,1,5,4,3,2,1,2,3154410.0
7,99.6,4,3,3,5,2,1,5,4,2,1,1,1,2350560.0
7,146.03,5,2,10,5,2,1,5,4,4,2,1,2,3869795.0
7,89.39,4,2,7,7,2,1,5,4,3,1,1,1,1564325.0
7,93.36,4,4,5,6,2,0,5,4,3,2,1,1,1540440.0
7,55.47,4,4,5,6,3,0,5,4,1,1,1,1,399384.0
7,56.88,4,4,2,7,3,0,5,4,1,2,1,2,358344.0
7,102.46,4,2,8,5,3,1,5,4,3,2,1,2,1946739.9999999998
7,47.37,4,3,1,7,3,1,5,4,2,1,1,1,450015.0
7,85.55,4,2,9,5,3,1,5,4,2,1,1,1,1882100.0
7,50.39,4,4,9,4,3,0,4,4,2,1,1,1,579485.0
7,51.37,4,4,5,4,2,0,5,4,1,1,1,1,488015.0
7,119.99,4,3,1,5,2,1,5,4,3,2,1,2,2735772.0
7,108.83,4,4,2,7,3,0,5,4,3,1,1,2,1741280.0
7,123.17,4,3,9,5,2,1,5,4,3,1,1,2,3658149.0
7,82.51,4,4,7,7,3,1,5,4,2,1,1,1,1551188.0
7,45.56,4,1,9,6,2,0,5,4,1,1,1,1,273360.0
7,90.27,4,3,10,7,2,1,3,4,3,2,1,1,1697076.0
7,100.04,4,4,9,7,3,1,5,4,3,1,1,1,2300920.0
7,164.47,4,2,5,5,2,1,5,4,4,2,1,2,6414330.0
7,110.4,4,4,5,7,3,1,5,4,3,1,1,2,2782080.0
7,86.04,4,3,8,7,2,1,5,4,4,2,1,1,2064960.0000000002
7,89.0,4,3,2,7,2,1,5,4,1,1,1,1,2581000.0
7,58.55,4,2,9,7,2,1,5,4,2,1,1,1,761150.0
7,87.41,4,3,9,7,3,1,5,4,3,2,1,1,1643308.0
7,102.4,4,4,5,4,3,0,5,4,3,2,1,2,972800.0
7,97.7,4,4,7,7,2,1,5,4,3,1,1,1,2247100.0
7,163.26,4,3,5,5,2,1,5,4,3,1,1,2,10367010.0
7,91.6,4,4,9,6,2,0,4,4,2,2,1,1,916000.0
7,109.71,4,4,9,4,3,0,5,4,3,1,1,1,2468475.0
7,66.59,4,2,2,6,2,0,5,4,2,1,1,1,599310.0
7,71.62,4,4,9,6,3,0,5,4,3,1,1,1,544312.0
7,53.06,4,4,9,6,3,0,5,4,2,1,1,1,344890.0
7,97.93,4,2,2,7,2,1,5,4,3,1,1,1,3280655.0
7,151.0,4,4,3,5,3,1,5,4,3,2,1,2,8305000.0
7,99.29,4,3,2,5,3,1,5,4,2,1,1,1,1747504.0
7,74.19,4,3,9,7,3,1,5,4,3,1,1,1,1238973.0
7,124.72,4,2,10,5,2,1,5,4,3,1,1,2,3741600.0
7,117.27,4,2,5,5,3,1,5,4,3,1,1,2,3342195.0
7,131.27,1,2,7,5,3,1,5,4,3,1,1,2,3084845.0000000005
7,57.19,4,4,2,6,3,0,5,4,2,1,1,1,371735.0
7,70.76,4,3,5,7,3,1,5,4,3,2,1,1,1061400.0
7,121.54,4,2,5,6,3,1,5,4,3,2,1,2,3342350.0
7,87.58,4,4,9,7,3,0,5,4,3,1,1,1,2101920.0
7,147.49,4,3,9,5,2,1,5,4,3,1,1,2,5899600.0
7,92.2,4,3,9,7,2,1,3,4,3,1,1,1,1585840.0
7,64.44,4,4,9,4,3,0,5,4,2,1,1,1,707551.2
7,92.46,5,3,5,5,3,1,5,4,2,1,1,1,1738247.9999999998
7,137.1,5,2,8,5,2,1,5,4,4,2,1,2,3454920.0
7,38.39,4,2,2,5,3,0,5,4,1,1,1,1,529782.0
7,68.59,4,3,2,7,2,1,5,4,1,1,1,1,1783340.0
7,113.35,1,4,9,6,2,1,5,4,2,1,1,1,3037780.0
